Date and Time,Temperature (°F),Relative Humidity (%),wind_speed,Wind Direction (degrees),Precipitation (inches),Visibility (miles),Weather Condition
2022-01-01 00:00:00,58.29692952013903,85.70859702829229,5.240699830754342,247.53631790067857,0.0,9.273252818274194,Clear
2022-01-01 01:00:00,58.321067837286805,74.36317297802098,6.440913790152139,273.71702700979677,0.0,8.573485544769492,Clear
2022-01-01 02:00:00,61.09887829031795,73.51279502096583,3.2828275487400282,307.6964621111732,0.21253867315700115,3.5974939121851914,Rain
2022-01-01 03:00:00,63.885094832865356,80.952001673913,8.391031638499713,267.7832083740949,0.0,9.981390629072859,Clear
2022-01-01 04:00:00,61.16532148359208,79.09565102130811,0.9056662296730575,329.8865017293645,0.0,8.352464298902868,Clear
2022-01-01 05:00:00,61.66485643166355,76.8917128643994,7.910818964344058,269.38840418035994,0.0,8.376965109703557,Clear
2022-01-01 06:00:00,65.46192684513134,82.34717599740668,4.909628943149676,336.9872303562246,0.0,9.683836737829388,Clear
2022-01-01 07:00:00,63.66799980386773,79.1032970085107,7.005159628543188,69.51988591537074,0.0,9.604473970747101,Clear
2022-01-01 08:00:00,60.69467946116885,79.9149472038628,5.727680868585225,179.95072783238288,0.21253867315700115,2.7950212945113946,Rain
2022-01-01 09:00:00,61.92415520722123,82.93706560016463,5.692068821821604,357.8150158937671,0.0,8.143488030891458,Clear
2022-01-01 10:00:00,58.87666582849164,78.68612211103635,6.108508952053042,245.36814571537764,0.0,8.18825118538063,Clear
2022-01-01 11:00:00,57.666136932488655,89.00952646111844,6.618108578175557,316.31080247613266,0.0,8.897427990186811,Clear
2022-01-01 12:00:00,57.787425757248634,77.16604900521065,4.34233834682552,10.941765779827882,0.21253867315700115,2.7934260051503323,Rain
2022-01-01 13:00:00,52.18284549928836,87.19322258206626,7.069598261052473,313.83284348463746,0.0,8.076058365890615,Clear
2022-01-01 14:00:00,51.3536655490905,91.49233141875398,2.831058752842433,251.17676444595517,0.21253867315700115,4.064496467863449,Rain
2022-01-01 15:00:00,52.64339224970188,76.79182642878855,4.989338853347751,61.47195623557583,0.0,9.40667092545087,Clear
2022-01-01 16:00:00,50.94771195452552,82.809468143475,6.671939848544554,9.24514431249477,0.21253867315700115,3.520661813689279,Rain
